rho_th,IA_th,count_in,count_in_CI,count_out,r2_in,r2in_CI,r2_out,r2out_CI
0.06736648082733154,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.09127093431277153,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.11517538779821151,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.1390798412836515,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.1629842947690915,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.18688874825453147,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.21079320173997146,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.23469765522541144,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.25860210871085143,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.28250656219629144,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.3064110156817314,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.33031546916717136,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.3542199226526114,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.3781243761380514,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.40202882962349135,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.4259332831089313,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.4498377365943713,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.47374219007981133,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.4976466435652513,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.5215510970506912,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.5454555505361313,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.5693600040215713,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.5932644575070112,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.6171689109924512,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.6410733644778912,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.6649778179633312,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.6888822714487712,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.7127867249342111,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.7366911784196511,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.7605956319050912,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.7845000853905311,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.8084045388759711,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.8323089923614111,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.8562134458468511,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.8801178993322911,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.904022352817731,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.927926806303171,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.951831259788611,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.975735713274051,0.09796494840909159,9.8,22.16914019597018,929.2,0.007911896705627442,0.01789795380439686,0.6403392374515533,0.05017966531927595
0.999640166759491,0.09796494840909159,0.0,0.0,939.0,0.0,0.0,0.6415782451629639,0.050858878708137205
0.06736648082733154,0.14164063373260305,15.3,23.42191591452968,923.7,-1295.9603773415088,2882.0442202690356,0.6398924350738525,0.050943303699847474
0.09127093431277153,0.14164063373260305,15.3,23.42191591452968,923.7,-1295.9603773415088,2882.0442202690356,0.6398924350738525,0.050943303699847474
0.11517538779821151,0.14164063373260305,15.3,23.42191591452968,923.7,-1295.9603773415088,2882.0442202690356,0.6398924350738525,0.050943303699847474
0.1390798412836515,0.14164063373260305,15.3,23.42191591452968,923.7,-1295.9603773415088,2882.0442202690356,0.6398924350738525,0.050943303699847474
0.1629842947690915,0.14164063373260305,15.3,23.42191591452968,923.7,-1295.9603773415088,2882.0442202690356,0.6398924350738525,0.050943303699847474
0.18688874825453147,0.14164063373260305,15.3,23.42191591452968,923.7,-1295.9603773415088,2882.0442202690356,0.6398924350738525,0.050943303699847474
0.21079320173997146,0.14164063373260305,15.3,23.42191591452968,923.7,-1295.9603773415088,2882.0442202690356,0.6398924350738525,0.050943303699847474
0.23469765522541144,0.14164063373260305,15.3,23.42191591452968,923.7,-1295.9603773415088,2882.0442202690356,0.6398924350738525,0.050943303699847474
0.25860210871085143,0.14164063373260305,15.3,23.42191591452968,923.7,-1295.9603773415088,2882.0442202690356,0.6398924350738525,0.050943303699847474
0.28250656219629144,0.14164063373260305,15.3,23.42191591452968,923.7,-1295.9603773415088,2882.0442202690356,0.6398924350738525,0.050943303699847474
0.3064110156817314,0.14164063373260305,15.3,23.42191591452968,923.7,-1295.9603773415088,2882.0442202690356,0.6398924350738525,0.050943303699847474
0.33031546916717136,0.14164063373260305,15.3,23.42191591452968,923.7,-1295.9603773415088,2882.0442202690356,0.6398924350738525,0.050943303699847474
0.3542199226526114,0.14164063373260305,15.3,23.42191591452968,923.7,-1295.9603773415088,2882.0442202690356,0.6398924350738525,0.050943303699847474
