rho_th,IA_th,count_in,count_in_CI,count_out,r2_in,r2in_CI,r2_out,r2out_CI
0.0004075132601428777,0.21226050008025785,0.3,0.6786471488562298,417.7,0.03964384198188782,0.08968060110238359,0.6354818403720855,0.03589081534379824
0.0034290739642575574,0.21226050008025785,0.3,0.6786471488562298,417.7,0.03964384198188782,0.08968060110238359,0.6354818403720855,0.03589081534379824
0.006450634668372237,0.21226050008025785,0.3,0.6786471488562298,417.7,0.03964384198188782,0.08968060110238359,0.6354818403720855,0.03589081534379824
0.009472195372486917,0.21226050008025785,0.3,0.6786471488562298,417.7,0.03964384198188782,0.08968060110238359,0.6354818403720855,0.03589081534379824
0.012493756076601597,0.21226050008025785,0.3,0.6786471488562298,417.7,0.03964384198188782,0.08968060110238359,0.6354818403720855,0.03589081534379824
0.015515316780716276,0.21226050008025785,0.3,0.6786471488562298,417.7,0.03964384198188782,0.08968060110238359,0.6354818403720855,0.03589081534379824
0.018536877484830957,0.21226050008025785,0.3,0.6786471488562298,417.7,0.03964384198188782,0.08968060110238359,0.6354818403720855,0.03589081534379824
0.021558438188945636,0.21226050008025785,0.3,0.6786471488562298,417.7,0.03964384198188782,0.08968060110238359,0.6354818403720855,0.03589081534379824
0.024579998893060315,0.21226050008025785,0.3,0.6786471488562298,417.7,0.03964384198188782,0.08968060110238359,0.6354818403720855,0.03589081534379824
0.027601559597174995,0.21226050008025785,0.3,0.6786471488562298,417.7,0.03964384198188782,0.08968060110238359,0.6354818403720855,0.03589081534379824
0.030623120301289674,0.21226050008025785,0.3,0.6786471488562298,417.7,0.03964384198188782,0.08968060110238359,0.6354818403720855,0.03589081534379824
0.03364468100540435,0.21226050008025785,0.3,0.6786471488562298,417.7,0.03964384198188782,0.08968060110238359,0.6354818403720855,0.03589081534379824
0.036666241709519036,0.21226050008025785,0.0,0.0,418.0,0.0,0.0,0.635667759180069,0.03577930791506133
0.03968780241363371,0.21226050008025785,0.0,0.0,418.0,0.0,0.0,0.635667759180069,0.03577930791506133
0.042709363117748395,0.21226050008025785,0.0,0.0,418.0,0.0,0.0,0.635667759180069,0.03577930791506133
0.04573092382186307,0.21226050008025785,0.0,0.0,418.0,0.0,0.0,0.635667759180069,0.03577930791506133
0.04875248452597775,0.21226050008025785,0.0,0.0,418.0,0.0,0.0,0.635667759180069,0.03577930791506133
0.051774045230092436,0.21226050008025785,0.0,0.0,418.0,0.0,0.0,0.635667759180069,0.03577930791506133
0.05479560593420711,0.21226050008025785,0.0,0.0,418.0,0.0,0.0,0.635667759180069,0.03577930791506133
0.057817166638321794,0.21226050008025785,0.0,0.0,418.0,0.0,0.0,0.635667759180069,0.03577930791506133
0.06083872734243647,0.21226050008025785,0.0,0.0,418.0,0.0,0.0,0.635667759180069,0.03577930791506133
0.06386028804655115,0.21226050008025785,0.0,0.0,418.0,0.0,0.0,0.635667759180069,0.03577930791506133
0.06688184875066583,0.21226050008025785,0.0,0.0,418.0,0.0,0.0,0.635667759180069,0.03577930791506133
0.0699034094547805,0.21226050008025785,0.0,0.0,418.0,0.0,0.0,0.635667759180069,0.03577930791506133
0.0729249701588952,0.21226050008025785,0.0,0.0,418.0,0.0,0.0,0.635667759180069,0.03577930791506133
